SubCode,financial_years,label,primary_worksheet,num_years
IGR0350,"2019-20, 2020-21, 2021-22",Carrying value at 1 April,TAC15 Investments & groups,3
IGR0380,"2019-20, 2020-21, 2021-22",At start of period for new FTs,TAC15 Investments & groups,3
IGR0260,"2019-20, 2020-21, 2021-22",Impairments,TAC15 Investments & groups,3
IGR0250,"2019-20, 2020-21, 2021-22",Share of profit/(loss),TAC15 Investments & groups,3
IGR0240,"2019-20, 2020-21, 2021-22",Additions,TAC15 Investments & groups,3
RER0150,"2019-20, 2020-21, 2021-22",Revaluation reserve at 31 March 2019,TAC23 Reval Res,3
RER0030,"2019-20, 2020-21, 2021-22",Revaluation reserve at 1 April 2018 - restated,TAC23 Reval Res,3
REC0980,"2019-20, 2020-21, 2021-22",- later than five years.,TAC18 Receivables,3
RER0010,"2019-20, 2020-21, 2021-22",Revaluation reserve at 1 April 2018,TAC23 Reval Res,3
RER0020,"2019-20, 2020-21, 2021-22",Prior period adjustment,TAC23 Reval Res,3
IGR0410,"2019-20, 2020-21, 2021-22",Fair value gains [taken to I&E] (for assets held at FV through I&E),TAC15 Investments & groups,3
IGR0420,"2019-20, 2020-21, 2021-22",Fair value losses [taken to I&E] (for assets held at FV through I&E),TAC15 Investments & groups,3
IGR0430,"2019-20, 2020-21, 2021-22",Fair value movements [taken to OCI] (for financial assets mandated as FV through OCI),TAC15 Investments & groups,3
IGR0435,"2019-20, 2020-21, 2021-22",Fair value movements [taken to OCI] (for equity instruments designated as FV through OCI),TAC15 Investments & groups,3
IGR0439,"2019-20, 2020-21, 2021-22",(Increase)/decrease in credit loss allowance (stages 1 and 2),TAC15 Investments & groups,3
RER0040,"2019-20, 2020-21, 2021-22",At start of period for new FTs,TAC23 Reval Res,3
RER0050,"2019-20, 2020-21, 2021-22",Transfers by absorption,TAC23 Reval Res,3
RER0060,"2019-20, 2020-21, 2021-22",Net impairments,TAC23 Reval Res,3
RER0070,"2019-20, 2020-21, 2021-22",Revaluations,TAC23 Reval Res,3
IGR0460,"2019-20, 2020-21, 2021-22",Transfers to/from assets held for sale and assets in disposal groups,TAC15 Investments & groups,3
IGR0470,"2019-20, 2020-21, 2021-22",Amortisation at the effective interest rate (assets held at amortised cost only where applicable),TAC15 Investments & groups,3
IGR0475,"2019-20, 2020-21, 2021-22",Current portion of loans receivable transferred to current financial assets,TAC15 Investments & groups,3
IGR0480,"2019-20, 2020-21, 2021-22",Disposals,TAC15 Investments & groups,3
IGR0490,"2019-20, 2020-21, 2021-22",Transfer to FT upon authorisation,TAC15 Investments & groups,3
IGR0390,"2019-20, 2020-21, 2021-22",Transfers by absorption,TAC15 Investments & groups,3
IGR0400,"2019-20, 2020-21, 2021-22",Additions,TAC15 Investments & groups,3
OPE0090,"2019-20, 2020-21, 2021-22",- not later than one year,TAC10 Op leases,3
OPE0100,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years,TAC10 Op leases,3
OPE0110,"2019-20, 2020-21, 2021-22",- later than five years,TAC10 Op leases,3
OPE0120,"2019-20, 2020-21, 2021-22",Total,TAC10 Op leases,3
IGR0505,"2019-20, 2020-21, 2021-22",Loans receivable within 12 months transferred from non-current financial assets,TAC15 Investments & groups,3
IGR0500,"2019-20, 2020-21, 2021-22",Carrying value at 31 March,TAC15 Investments & groups,3
INC0332,"2019-20, 2022-23, 2023-24",AfC pay award central funding (comparative only),TAC06 Op Inc 1,3
INC0331,"2021-22, 2022-23, 2023-24",Elective recovery fund,TAC06 Op Inc 1,3
IGR0220,"2019-20, 2020-21, 2021-22",At start of period for new FTs,TAC15 Investments & groups,3
IGR0210,"2019-20, 2020-21, 2021-22",Carrying value at 1 April  - restated,TAC15 Investments & groups,3
INC0236,"2021-22, 2022-23, 2023-24",Income for commissioning services from other providers as a mental health collaborative lead provider,TAC06 Op Inc 1,3
IGR0230,"2019-20, 2020-21, 2021-22",Transfers by absorption,TAC15 Investments & groups,3
INC0235,"2021-22, 2022-23, 2023-24",Services delivered as part of a mental health collaborative,TAC06 Op Inc 1,3
IGR0510,"2019-20, 2020-21, 2021-22",NLF deposits (where not considered to be cash equivalents),TAC15 Investments & groups,3
IGR0515,"2019-20, 2020-21, 2021-22",Other current financial assets,TAC15 Investments & groups,3
IGR0520,"2019-20, 2020-21, 2021-22",Total current investments / financial assets at 31 March,TAC15 Investments & groups,3
IGR0300,"2019-20, 2020-21, 2021-22",Disposals,TAC15 Investments & groups,3
IGR0290,"2019-20, 2020-21, 2021-22",Disbursements / dividends received,TAC15 Investments & groups,3
IGR0280,"2019-20, 2020-21, 2021-22",Transfers to/from assets held for sale and assets in disposal groups,TAC15 Investments & groups,3
IGR0310,"2019-20, 2020-21, 2021-22",Share of Other Comprehensive Income recognised by joint ventures/associates,TAC15 Investments & groups,3
IGR0270,"2019-20, 2020-21, 2021-22",Reversal of impairment,TAC15 Investments & groups,3
IGR0440,"2019-20, 2020-21, 2021-22",Net impairments on credit impaired financial assets (stage 3 credit losses),TAC15 Investments & groups,3
IGR0320,"2019-20, 2020-21, 2021-22",Other equity movements (translation gains/losses),TAC15 Investments & groups,3
IGR0330,"2019-20, 2020-21, 2021-22",Transfer to FT upon authorisation,TAC15 Investments & groups,3
IGR0340,"2019-20, 2020-21, 2021-22",Carrying value at 31 March,TAC15 Investments & groups,3
INC1255B,"2020-21, 2021-22, 2022-23",Donated equipment from NHSE for COVID response (non-cash),TAC07 Op Inc 2,3
INV0060A,"2021-22, 2022-23, 2023-24",Additions (donated),TAC17 Inventories,3
INC1340,"2019-20, 2020-21, 2021-22",Rental revenue from operating leases,TAC07 Op Inc 2,3
INC1274B,"2020-21, 2021-22, 2022-23",Contributions to expenditure - receipt of equipment donated from NHSE for COVID response below capitalisation threshold,TAC07 Op Inc 2,3
SCE0032,"2019-20, 2022-23, 2023-24",Impact of implementing IFRS 9 on opening reserves,TAC04 SOCIE,3
INC1274A,"2020-21, 2021-22, 2022-23",Contributions to expenditure - receipt of equipment donated from DHSC for COVID response below capitalisation threshold,TAC07 Op Inc 2,3
INC1255A,"2020-21, 2021-22, 2022-23",Donated equipment from DHSC for COVID response (non-cash),TAC07 Op Inc 2,3
OPE0180,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years;,TAC10 Op leases,3
OPE0150,"2019-20, 2020-21, 2021-22",- later than five years,TAC10 Op leases,3
OPE0160,"2019-20, 2020-21, 2021-22",Total,TAC10 Op leases,3
OPE0130,"2019-20, 2020-21, 2021-22",- not later than one year,TAC10 Op leases,3
OPE0140,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years,TAC10 Op leases,3
OPE0170,"2019-20, 2020-21, 2021-22",- not later than one year;,TAC10 Op leases,3
BOR0430,"2019-20, 2020-21, 2021-22",Contingent rents recognised as expenditure in the period (where the provider is a lessee),TAC21 Borrowings,3
BOR0400,"2019-20, 2020-21, 2021-22",The unguaranteed residual value accruing to the provider (where the provider is a lessor),TAC21 Borrowings,3
BOR0320,"2019-20, 2020-21, 2021-22",- not later than one year;,TAC21 Borrowings,3
BOR0330,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years;,TAC21 Borrowings,3
BOR0340,"2019-20, 2020-21, 2021-22",- later than five years.,TAC21 Borrowings,3
BOR0240,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years;,TAC21 Borrowings,3
BOR0250,"2019-20, 2020-21, 2021-22",- later than five years.,TAC21 Borrowings,3
BOR0420,"2019-20, 2020-21, 2021-22",Contingent rents recognised as income in the period (where the provider is a lessor),TAC21 Borrowings,3
BOR0410,"2019-20, 2020-21, 2021-22",The accumulated allowance for uncollectable minimum lease payments receivable (where the provider is a lessor),TAC21 Borrowings,3
BOR0310,"2019-20, 2020-21, 2021-22",Total net lease liabilities,TAC21 Borrowings,3
BOR0280,"2019-20, 2020-21, 2021-22",- not later than one year;,TAC21 Borrowings,3
BOR0270,"2019-20, 2020-21, 2021-22",Net other lease liabilities,TAC21 Borrowings,3
BOR0260,"2019-20, 2020-21, 2021-22",Finance charges allocated to future periods,TAC21 Borrowings,3
BOR0290,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years;,TAC21 Borrowings,3
PPE0085,"2020-21, 2021-22, 2022-23",Additions - equipment donated from DHSC for COVID response (non-cash),TAC14 PPE,3
PPE0086,"2020-21, 2021-22, 2022-23",Additions - equipment donated from NHSE for COVID response (non-cash),TAC14 PPE,3
BOR0300,"2019-20, 2020-21, 2021-22",- later than five years.,TAC21 Borrowings,3
PPE0175,"2021-22, 2022-23, 2023-24",Derecognition - COVID equipment returned to DHSC,TAC14 PPE,3
STA0620,"2019-20, 2020-21, 2021-22",">£200,000",TAC09 Staff,3
STA0610,"2019-20, 2020-21, 2021-22","£150,001 - £200,000",TAC09 Staff,3
STA0630,"2019-20, 2020-21, 2021-22",Total,TAC09 Staff,3
STA0560,"2019-20, 2020-21, 2021-22","<£10,000",TAC09 Staff,3
STA0570,"2019-20, 2020-21, 2021-22","£10,000 - £25,000",TAC09 Staff,3
STA0580,"2019-20, 2020-21, 2021-22","£25,001 - £50,000",TAC09 Staff,3
STA0590,"2019-20, 2020-21, 2021-22","£50,001 - £100,000",TAC09 Staff,3
STA0600,"2019-20, 2020-21, 2021-22","£100,001 - £150,000",TAC09 Staff,3
BAL1115,"2022-23, 2023-24",Right of use assets,TAC03 SoFP,2
PPE0097,"2022-23, 2023-24",Additions - assets re-recognised at the end of an external to government finance lease (trust was lessor),TAC14 PPE,2
PPE0096,"2022-23, 2023-24",Additions - assets re-recognised at the end of an intra-government finance lease (trust was lessor),TAC14 PPE,2
SCF0216A,"2022-23, 2023-24",Initial direct costs or up front payments in respect of new right of use assets (lessee),TAC05 SoCF,2
SCE0031,"2019-20, 2023-24",Impact of implementing IFRS 15 on opening reserves,TAC04 SOCIE,2
PPE0035,"2022-23, 2023-24",Reclassification of existing finance leased assets to right of use assets on 1 April 2022,TAC14 PPE,2
PPE0332,"2022-23, 2023-24",Disposals - new finance lease (lessor),TAC14 PPE,2
PPE0311,"2022-23, 2023-24",Reclassifications from RoU assets where ownership has transferred,TAC14 PPE,2
PPE0225,"2022-23, 2023-24",Reclassification of existing finance leased assets to right of use assets on 1 April 2022,TAC14 PPE,2
PPE0172,"2022-23, 2023-24",Disposals - new finance lease (lessor),TAC14 PPE,2
PPE0151,"2022-23, 2023-24",Reclassifications from RoU assets where ownership has transferred,TAC14 PPE,2
OTD0031,"2022-23, 2023-24",Commitments for leases not yet commenced to which the Trust is contractually committed,TAC28 Disclosures,2
PAY0085,"2022-23, 2023-24",Pension contributions payable,TAC20 Payables,2
BOR0301,"2020-21, 2021-22",Total gross lease liabilities,TAC21 Borrowings,2
INT0035,"2022-23, 2023-24",Reclassification of existing finance leased assets to right of use assets on 1 April 2022,TAC13 Intangibles,2
BOR0305,"2020-21, 2021-22",Finance charges allocated to future periods,TAC21 Borrowings,2
BOR0304,"2020-21, 2021-22",- later than five years.,TAC21 Borrowings,2
BOR0303,"2020-21, 2021-22",- later than one year and not later than five years;,TAC21 Borrowings,2
BOR0302,"2020-21, 2021-22",- not later than one year;,TAC21 Borrowings,2
INT0225,"2022-23, 2023-24",Reclassification of existing finance leased assets to right of use assets on 1 April 2022,TAC13 Intangibles,2
SCE0112,"2022-23, 2023-24",Revaluations - right of use assets,TAC04 SOCIE,2
INC1250C,"2022-23, 2023-24",Peppercorn leased assets recognised,TAC07 Op Inc 2,2
INC1310,"2019-20, 2020-21",Provider sustainability fund / Financial recovery fund / Marginal rate emergency tariff funding (PSF/FRF/MRET),TAC07 Op Inc 2,2
LSP0310,"2019-20, 2020-21",6. Extra contractual to contractors,TAC29 Losses+SP,2
INV0110,"2022-23, 2023-24",Other,TAC17 Inventories,2
LSP0300,"2019-20, 2020-21",5. Compensation under legal obligation,TAC29 Losses+SP,2
LSP0330,"2019-20, 2020-21",8. Special severance payments,TAC29 Losses+SP,2
ROU0360,"2022-23, 2023-24",Net book value at 31 March 2023,TAC14A RoU Assets,2
ROU0350,"2022-23, 2023-24",Accumulated depreciation at 31 March 2023,TAC14A RoU Assets,2
ROU0336,"2022-23, 2023-24",Disposals/derecognition - new peppercorn sublease (ext to government),TAC14A RoU Assets,2
ROU0335,"2022-23, 2023-24",Disposals/derecognition - new peppercorn sublease (intra-government),TAC14A RoU Assets,2
ROU0334,"2022-23, 2023-24",Disposals/derecognition - new sublease (leased to external to government),TAC14A RoU Assets,2
ROU0333,"2022-23, 2023-24",Disposals/derecognition - new sublease (leased to intra-government body),TAC14A RoU Assets,2
ROU0332,"2022-23, 2023-24",Disposals/derecognition - peppercorn lease termination,TAC14A RoU Assets,2
INC1340A,"2022-23, 2023-24",Operating leases - minimum lease receipts,TAC07 Op Inc 2,2
INC1340B,"2022-23, 2023-24",Operating leases - variable lease receipts,TAC07 Op Inc 2,2
INC1115,"2022-23, 2023-24",Integrated care boards,TAC06 Op Inc 1,2
LSP0320,"2019-20, 2020-21",7. Ex gratia payments,TAC29 Losses+SP,2
SCF0216B,"2022-23, 2023-24",Receipt of cash lease incentives (lessee),TAC05 SoCF,2
LSP0340,"2019-20, 2020-21",9. Extra statutory and regulatory,TAC29 Losses+SP,2
ROU0270,"2022-23, 2023-24",Impairments charged to the revaluation reserve,TAC14A RoU Assets,2
ROU0260,"2022-23, 2023-24",Impairments charged to operating expenses,TAC14A RoU Assets,2
ROU0290,"2022-23, 2023-24",Reversal of impairments credited to the revaluation reserve,TAC14A RoU Assets,2
ROU0251,"2022-23, 2023-24",Provided during the year - peppercorn leased asset,TAC14A RoU Assets,2
ROU0250,"2022-23, 2023-24",Provided during the year - right of use asset,TAC14A RoU Assets,2
ROU0230,"2022-23, 2023-24",At start of period for new FTs,TAC14A RoU Assets,2
ROU0240,"2022-23, 2023-24",Transfers by absorption,TAC14A RoU Assets,2
ROU0226,"2022-23, 2023-24",Derecognition of right of use assets for subleases reassessed as finance leases on initial application of IFRS 16 on 1 April 2022,TAC14A RoU Assets,2
ROU0225,"2022-23, 2023-24",Reclassification of existing finance leased assets to right of use assets on 1 April 2022,TAC14A RoU Assets,2
ROU0200,"2022-23, 2023-24",Accumulated depreciation at 1 April 2022 - brought forward,TAC14A RoU Assets,2
ROU0190,"2022-23, 2023-24",Valuation/gross cost at 31 March 2023,TAC14A RoU Assets,2
ROU0176,"2022-23, 2023-24",Disposals/derecognition - new peppercorn sublease (ext to government),TAC14A RoU Assets,2
ROU0175,"2022-23, 2023-24",Disposals/derecognition - new peppercorn sublease (intra-government),TAC14A RoU Assets,2
ROU0174,"2022-23, 2023-24",Disposals/derecognition - new sublease (leased to external to government),TAC14A RoU Assets,2
ROU0173,"2022-23, 2023-24",Disposals/derecognition - new sublease (leased to intra-government body),TAC14A RoU Assets,2
ROU0172,"2022-23, 2023-24",Disposals/derecognition - peppercorn lease termination,TAC14A RoU Assets,2
ROU0171,"2022-23, 2023-24",Disposals/derecognition - lease termination,TAC14A RoU Assets,2
ROU0151,"2022-23, 2023-24",Reclassifications to PPE where ownership has transferred,TAC14A RoU Assets,2
ROU0150,"2022-23, 2023-24",Reclassifications,TAC14A RoU Assets,2
ROU0145,"2022-23, 2023-24",Remeasurements - retranslation gains / (losses) on foreign operations,TAC14A RoU Assets,2
ROU0140,"2022-23, 2023-24",Revaluations,TAC14A RoU Assets,2
ROU0130,"2022-23, 2023-24",Reversal of impairments credited to the revaluation reserve,TAC14A RoU Assets,2
ROU0120,"2022-23, 2023-24",Reversal of impairments credited to operating expenses,TAC14A RoU Assets,2
ROU0110,"2022-23, 2023-24",Impairments charged to the revaluation reserve,TAC14A RoU Assets,2
ROU0100,"2022-23, 2023-24",Impairments charged to operating expenses,TAC14A RoU Assets,2
SCF0227,"2022-23, 2023-24",Finance lease receipts (principal and interest),TAC05 SoCF,2
SCF0216C,"2022-23, 2023-24",Lease termination fees paid (lessee),TAC05 SoCF,2
PRO0066,"2022-23, 2023-24",Lease dilapidations - amounts capitalised under IFRS 16,TAC22 Provisions,2
OTD0410,"2022-23, 2023-24",Right of use assets,TAC28 Disclosures,2
PRO0065,"2021-22, 2022-23",Lease dilapidations,TAC22 Provisions,2
SCI1230,"2019-20, 2020-21",- Revolving working capital facilities,TAC11 Finance & other,2
EXP0340C,"2022-23, 2023-24",Lease expenditure - variable lease payments not included in the liability,TAC08 Op Exp,2
SCI1150B,"2022-23, 2023-24","Losses on disposal of property, plant and equipment (sale or other derecognition)",TAC11 Finance & other,2
SCI1150C,"2022-23, 2023-24",Losses on disposal of PPE from creation of a finance lease (lessor),TAC11 Finance & other,2
SCI1165A,"2022-23, 2023-24",Losses on disposal of right of use assets (creation of a sublease),TAC11 Finance & other,2
SCI1165B,"2022-23, 2023-24",Losses on disposal of right of use assets (lease termination - lessee),TAC11 Finance & other,2
SCI1191,"2022-23, 2023-24","Losses on disposal of peppercorn leased assets (new peppercorn lease as lessor, terminated peppercorn lease as lessee)",TAC11 Finance & other,2
OTD0032,"2022-23, 2023-24",Variable lease payments (not dependent on an index or rate),TAC28 Disclosures,2
OTD0033,"2022-23, 2023-24",Extension options and termination options (not reasonably certain to be exercised),TAC28 Disclosures,2
OTD0035,"2022-23, 2023-24",Other,TAC28 Disclosures,2
OTD0034,"2022-23, 2023-24",Residual value guarantees,TAC28 Disclosures,2
OTD0039,"2022-23, 2023-24",Total,TAC28 Disclosures,2
OTD0360,"2022-23, 2023-24",Right of use assets,TAC28 Disclosures,2
EXP0270C,"2022-23, 2023-24",Movement in credit loss allowance: finance lease receivables,TAC08 Op Exp,2
EXP0340D,"2022-23, 2023-24",Lease expenditure - irrecoverable VAT (map to premises costs in accounts),TAC08 Op Exp,2
EXP0340B,"2022-23, 2023-24","Lease expenditure - low value assets (<£5k, excluding short term leases)",TAC08 Op Exp,2
EXP0340A,"2022-23, 2023-24",Lease expenditure - short term leases (<= 12 months),TAC08 Op Exp,2
ROU0097,"2022-23, 2023-24",Dilapidation provisions arising (capitalised in RoU asset),TAC14A RoU Assets,2
ROU0098,"2022-23, 2023-24",Dilapidation provisions reversed unused,TAC14A RoU Assets,2
ROU0099,"2022-23, 2023-24",Dilapidation provisions - change in discount rate,TAC14A RoU Assets,2
REC0119,"2022-23, 2023-24",Finance lease receivables - invoiced / due but not yet paid (included in AoB),TAC18 Receivables,2
REC0295,"2022-23, 2023-24",Operating lease receivables,TAC18 Receivables,2
REC0125,"2022-23, 2023-24",Operating lease receivables,TAC18 Receivables,2
IGR0035,"2022-23, 2023-24",Recognition of right of use assets for existing operating leases on initial application of IFRS 16 on 1 April 2022,TAC15 Investments & groups,2
ROU0280,"2022-23, 2023-24",Reversal of impairments credited to operating expenses,TAC14A RoU Assets,2
ROU0305,"2022-23, 2023-24",Remeasurements - retranslation gains / (losses) on foreign operations,TAC14A RoU Assets,2
ROU0300,"2022-23, 2023-24",Revaluations,TAC14A RoU Assets,2
ROU0310,"2022-23, 2023-24",Reclassifications,TAC14A RoU Assets,2
ROU0311,"2022-23, 2023-24",Reclassifications to PPE where ownership has transferred,TAC14A RoU Assets,2
IGR0065,"2022-23, 2023-24",Capitalised dilapidation provisions,TAC15 Investments & groups,2
ROU0331,"2022-23, 2023-24",Disposals/derecognition - lease termination,TAC14A RoU Assets,2
FIN0133,"2022-23, 2023-24",Gains/(losses) on remeasurement of finance lease receivables (lessor),TAC11 Finance & other,2
FIN0134,"2022-23, 2023-24",Gains/(losses) on termination of finance leases (lessor),TAC11 Finance & other,2
ROU0010,"2022-23, 2023-24",Valuation / gross cost at 1 April 2022 - brought forward,TAC14A RoU Assets,2
IGR0034,"2022-23, 2023-24",Reclassification of existing finance leased assets classified as investment property on 1 April 2022,TAC15 Investments & groups,2
ROU0035,"2022-23, 2023-24",Reclassification of existing finance leased assets to right of use assets on 1 April 2022,TAC14A RoU Assets,2
ROU0036,"2022-23, 2023-24",Recognition of right of use assets for existing operating leases on initial application of IFRS 16 on 1 April 2022,TAC14A RoU Assets,2
ROU0070,"2022-23, 2023-24",Additions - lease liability,TAC14A RoU Assets,2
ROU0037,"2022-23, 2023-24",Derecognition of right of use assets for subleases reassessed as finance leases on initial application of IFRS 16 on 1 April 2022,TAC14A RoU Assets,2
ROU0040,"2022-23, 2023-24",At start of period for new FTs,TAC14A RoU Assets,2
ROU0050,"2022-23, 2023-24",Transfers by absorption,TAC14A RoU Assets,2
ROU0072,"2022-23, 2023-24",Additions - initial direct costs of obtaining a lease,TAC14A RoU Assets,2
ROU0071,"2022-23, 2023-24",Additions - up front lease payments (before or on commencement),TAC14A RoU Assets,2
ROU0073,"2022-23, 2023-24",Additions - cash lease incentives (reduce the RoU addition value),TAC14A RoU Assets,2
ROU0080,"2022-23, 2023-24",Additions - peppercorn leases,TAC14A RoU Assets,2
IGR0062,"2022-23, 2023-24",Remeasurements of the lease liability,TAC15 Investments & groups,2
ROU0081,"2022-23, 2023-24",Re-recognition of RoU asset at end of sublease - intra-gov sublease,TAC14A RoU Assets,2
ROU0082,"2022-23, 2023-24",Re-recognition of RoU asset at end of sublease - ext to gov sublease,TAC14A RoU Assets,2
ROU0096,"2022-23, 2023-24",Remeasurements of the lease liability,TAC14A RoU Assets,2
SCI1115A,"2022-23, 2023-24",Gains on disposal of right of use assets (creation of a sublease),TAC11 Finance & other,2
SCI1100B,"2022-23, 2023-24",Gains on disposal of PPE from creation of a finance lease (lessor),TAC11 Finance & other,2
SCI1100A,"2022-23, 2023-24","Gains on disposal of property, plant and equipment (sale)",TAC11 Finance & other,2
IGR0105,"2022-23, 2023-24",Reclassifications to/from RoU assets,TAC15 Investments & groups,2
SCI1115B,"2022-23, 2023-24",Gains on disposal of right of use assets (lease termination - lessee),TAC11 Finance & other,2
TRA0050,2022-23,IAS 17 operating lease commitment discounted at incremental borrowing rate,TAC00 - IFRS 16 Transition,1
STC0170,2019-20,Costs capitalised as part of assets,TAC09 Staff,1
TRA0010,2022-23,Operating lease commitments under IAS 17 at 31 March 2022 (per audited TACs),TAC00 - IFRS 16 Transition,1
LSP0186,2021-22,g. Overtime corrective payments (additional amounts locally agreed and funded),TAC29 Losses+SP,1
LSP0185,2021-22,f. Overtime corrective payments (nationally funded),TAC29 Losses+SP,1
TRA0060,2022-23,Short-term leases (<= 12 months),TAC00 - IFRS 16 Transition,1
TRA0040,2022-23,Incremental borrowing rate at 1 April 2022,TAC00 - IFRS 16 Transition,1
INC0220,2019-20,Cost and volume contract income,TAC06 Op Inc 1,1
INC0230,2019-20,Block contract income,TAC06 Op Inc 1,1
INC0180A,2019-20,A&E income,TAC06 Op Inc 1,1
INC0197,2023-24,Aligned payment & incentive (API) income - Variable (based on activity),TAC06 Op Inc 1,1
INC0160A,2019-20,Follow up outpatient income,TAC06 Op Inc 1,1
INC0140A,2019-20,First outpatient income,TAC06 Op Inc 1,1
INC0100A,2019-20,Elective income,TAC06 Op Inc 1,1
INC0120A,2019-20,Non-elective income,TAC06 Op Inc 1,1
INC0300,2019-20,Income from CCGs and NHS England,TAC06 Op Inc 1,1
IMP0046,2022-23,Less: impairments relating to RoU assets eliminated on consolidation of charitable funds,TAC12 Impairment,1
IMP0051,2022-23,Less: impairments relating to RoU assets eliminated on consolidation of charitable funds,TAC12 Impairment,1
ROU0340,2023-24,Transfer to FT upon authorisation,TAC14A RoU Assets,1
ROU0362,2023-24,Leased from other DHSC group bodies,TAC14A RoU Assets,1
ROU0361,2023-24,Leased from other NHS providers,TAC14A RoU Assets,1
LSP0322,2021-22,7(f). Overtime corrective payments (nationally funded payment),TAC29 Losses+SP,1
LSP0323,2021-22,7(g). Overtime corrective payments (additional amounts locally agreed and funded),TAC29 Losses+SP,1
TRA0035,2022-23,Adjusted operating lease commitments under IAS17 at 31 March 2022,TAC00 - IFRS 16 Transition,1
TRA0025,2022-23,Prior period adjustment made to disclosure in TAC10X (please allocate here by counterparty),TAC00 - IFRS 16 Transition,1
TRA0021,2022-23,Trust lease commitments to consolidated charity as at 31 March 2022 previously eliminated on consolidation,TAC00 - IFRS 16 Transition,1
TRA0020,2022-23,Commitments acquired through absorption transfers on 1 April 2022,TAC00 - IFRS 16 Transition,1
ROU0180,2023-24,Transfer to FT upon authorisation,TAC14A RoU Assets,1
OPO0150,2019-20,Revenue recognised in the reporting period from performance obligations satisfied (or partially satisfied) in previous periods (e.g. changes in transaction price),TAC07 Op Inc 2,1
OPO0140,2019-20,Revenue recognised in the reporting period that was previously included in the contract liability balance (i.e. release of deferred IFRS 15 income),TAC07 Op Inc 2,1
IGR0371,2019-20,Impact of implementing IFRS 9 on opening balances (comparatives only),TAC15 Investments & groups,1
REC0580,2019-20,EU emissions trading scheme allowance,TAC18 Receivables,1
OPO0190,2019-20,Total,TAC07 Op Inc 2,1
OPO0180,2019-20,- after five years,TAC07 Op Inc 2,1
SCI1203,2023-24,Other gains/(losses),TAC11 Finance & other,1
PPE0400,2019-20,Owned - government granted,TAC14 PPE,1
OTD0445,2023-24,Plus: Loss on disposal for capital grants in kind,TAC28 Disclosures,1
OPO0160,2019-20,- within one year,TAC07 Op Inc 2,1
OPO0170,2019-20,- after one year not later than five years,TAC07 Op Inc 2,1
OPO0350,2023-24,- not later than one year,TAC07 Op Inc 2,1
OPO0340,2023-24,Income generated from subleased right of use assets,TAC07 Op Inc 2,1
OPO0330,2023-24,Income generated from owned assets,TAC07 Op Inc 2,1
OPO0320,2023-24,Total in-year operating lease income,TAC07 Op Inc 2,1
OPO0310,2023-24,Variable lease receipts,TAC07 Op Inc 2,1
OPO0300,2023-24,Minimum lease receipts,TAC07 Op Inc 2,1
OPO0360,2023-24,- later than one year and not later than two years,TAC07 Op Inc 2,1
OPO0370,2023-24,- later than two years and not later than three years,TAC07 Op Inc 2,1
OPO0400,2023-24,- later than five years,TAC07 Op Inc 2,1
OPO0410,2023-24,Total,TAC07 Op Inc 2,1
OPO0380,2023-24,- later than three years and not later than four years,TAC07 Op Inc 2,1
OPO0390,2023-24,- later than four years and not later than five years,TAC07 Op Inc 2,1
SCI1295,2023-24,- Remeasurement of PFI / other service concession liability resulting from change in index or rate,TAC11 Finance & other,1
TRA0070,2022-23,Low value (underlying asset <£5k) leases,TAC00 - IFRS 16 Transition,1
TRA0080,2022-23,Commitments for leases that had not commenced as at 31 March 2022,TAC00 - IFRS 16 Transition,1
TRA0090,2022-23,Irrecoverable VAT previously included in IAS 17 commitment,TAC00 - IFRS 16 Transition,1
TRA0091,2022-23,Services included in IAS 17 commitment not included in the IFRS 16 liability,TAC00 - IFRS 16 Transition,1
TRA0092,2022-23,Commitments in respect of intangible operating leases out of scope for IFRS 16,TAC00 - IFRS 16 Transition,1
TRA0100,2022-23,Differences in the assessment of the lease term,TAC00 - IFRS 16 Transition,1
TRA0110,2022-23,Public sector leases without full documentation previously excluded from operating lease disclosure,TAC00 - IFRS 16 Transition,1
TRA0120,2022-23,Variable lease payments based on an index or rate,TAC00 - IFRS 16 Transition,1
TRA0125,2022-23,"Rent increases/(decreases) reflected in the lease liability, not previously reflected in the IAS 17 commitment",TAC00 - IFRS 16 Transition,1
TRA0130,2022-23,Amounts payable under residual value guarantees,TAC00 - IFRS 16 Transition,1
TRA0140,2022-23,Termination penalties not previously included in commitment (where reasonably certain to be exercised),TAC00 - IFRS 16 Transition,1
TRA0150,2022-23,Correction of immaterial prior period error in IAS 17 disclosure,TAC00 - IFRS 16 Transition,1
TRA0153,2022-23,Adjustments for contracts reassessed for being or containing a lease on transition to IFRS 16.,TAC00 - IFRS 16 Transition,1
TRA0155,2022-23,Immaterial differences arising from leases in consolidated subsidiaries with earlier adoption of IFRS 16 (unlocked on request),TAC00 - IFRS 16 Transition,1
TRA0200,2022-23,Other adjustments (unlocked on request),TAC00 - IFRS 16 Transition,1
TRA0210,2022-23,Lease liability on 1 April 2022 for existing operating leases,TAC00 - IFRS 16 Transition,1
